@relation cleaned_global_dataflow

@attribute Year numeric
@attribute Under-five_mortality_rate numeric
@attribute Under-five_deaths numeric
@attribute BMI-for-age_<-3_SD numeric
@attribute BMI-for-age_>+3_SD numeric
@attribute Height-for-age_<-3_SD_(Severe_Stunting) numeric
@attribute Height-for-age_>+3_SD numeric
@attribute Weight-for-age_(>+3_SD) numeric
@attribute Weight-for-height_<-3_SD_(severe_wasting) numeric

@data
2015,56.4146215932849,33935,0.9,1.2,11.1,0.9,0.4,0.6
2014,59.6217277037358,35818,1.0,1.8,16.3,0.8,0.4,1.1
2010,82.9206483889022,48912,1.6,3.9,20.1,1.2,0.8,1.5
2006,103.79358692871,57891,1.4,4.8,26.8,0.9,0.5,1.5
2004,119.633958833495,63468,2.9,4.7,27.1,1.4,0.6,3.2
2002,145.7244111629,73920,2.2,4.5,32.8,1.0,0.5,2.5
2000,173.398781212841,85029,2.7,3.6,30.1,1.4,0.3,2.9
1998,191.837557269809,91775,4.1,8.3,39.6,1.6,0.6,4.3
2017,8.29566896759882,62,1.7,1.8,4.0,0.6,0.7,2.0
2009,14.9194875155366,107,2.6,2.2,6.4,1.6,1.1,2.7
2001,34.821238130935,202,2.2,1.5,14.5,0.8,0.7,3.5
1997,52.9541911996163,391,8.4,4.4,25.3,1.9,0.7,10.3
2022,93.7502028768264,84162,2.3,0.1,6.8,0.6,0.1,2.2
2021,96.6658288789892,84874,1.7,0.3,6.3,0.6,0.2,1.8
2020,99.7126130662638,85621,1.3,0.1,6.7,0.4,0.1,1.4
2019,102.672513156752,86337,1.8,0.1,8.6,0.4,0.0,2.0
2017,108.933420749091,87836,2.5,0.6,7.7,1.1,0.1,2.5
2016,112.036588710483,88487,2.4,0.1,8.1,1.1,0.2,2.2
2014,118.780288395299,89902,2.7,0.7,9.6,0.8,0.2,3.0
2011,129.796370611606,91693,1.9,0.2,9.3,0.3,0.1,2.1
2010,133.79264982864,91977,1.6,0.2,9.5,0.2,0.1,1.9
2006,152.32790581894,93125,5.9,1.9,19.5,2.4,0.9,6.1
2001,181.455866553285,92934,3.9,1.2,23.4,1.5,0.4,4.2
1996,207.873865909039,92721,11.3,1.0,18.6,1.7,0.2,10.3
2017,33.6539174811022,38,1.1,1.4,9.8,0.3,0.0,1.1
2021,40.4855001461718,6068,1.7,0.2,4.7,0.7,0.1,1.7
2020,41.8423093699368,6161,1.0,0.3,8.6,1.0,0.4,1.0
2019,43.2362395563941,6269,1.8,0.3,5.0,0.3,0.1,1.8
2018,44.6299072289623,6367,2.3,0.2,6.6,0.9,0.2,2.3
2015,49.0049608490516,6643,3.4,0.5,11.4,1.4,0.2,3.5
2012,53.2947828683483,6819,1.9,0.3,5.9,0.5,0.0,1.9
2011,54.7612606058842,6835,3.6,1.5,12.6,1.5,0.5,4.0
2008,60.8917932077212,7069,1.1,0.1,6.5,0.0,0.0,1.1
2007,63.9707832407833,7236,3.4,0.9,13.9,1.5,0.3,3.8
2000,98.2653765995943,9727,6.5,1.9,20.0,2.1,0.5,7.2
2021,13.2846815292812,25676,0.5,2.0,2.5,0.3,1.2,0.5
2020,13.7493086804401,27154,0.6,2.1,3.3,0.4,0.9,0.4
2019,14.2199705898664,28661,0.4,1.5,2.9,0.3,0.4,0.4
2016,15.7129646234083,33746,0.5,1.2,1.6,0.8,0.5,0.3
2015,16.242059757448,35666,0.4,1.9,2.7,0.2,0.8,0.4
2012,17.9283662668933,40662,0.5,2.1,2.8,0.7,0.5,0.4
2002,25.7644533717198,60538,0.6,2.3,6.5,1.1,0.5,0.7
1998,30.9057407606551,73280,0.7,1.9,7.2,1.3,0.8,0.7
2018,16.4947774347997,1239,0.3,3.1,2.3,1.0,1.3,0.3
2016,18.4789656609059,1417,0.6,2.2,1.6,0.7,1.0,0.4
2013,21.518216320059,1537,0.3,2.0,2.1,0.5,0.8,0.4
2005,40.7636476783303,1927,1.3,4.9,9.9,0.6,1.3,1.1
2004,44.6189887934349,2101,0.2,0.8,7.2,0.8,0.6,0.1
2000,63.0819680449251,3180,2.8,4.6,12.0,1.2,0.6,3.0
1999,68.0541244073161,3475,1.9,2.2,11.2,1.3,0.4,1.8
2018,3.36277919648789,26,0.4,4.0,3.3,1.6,1.6,0.5
2013,4.92265545558705,39,1.5,10.2,5.6,4.0,4.1,1.2
2005,10.5530250021344,87,2.7,6.6,3.8,5.7,3.1,2.2
2017,21.2212825245616,14562,1.2,3.2,4.7,1.7,0.9,1.1
2011,29.4448659174442,20475,1.0,2.7,4.4,1.4,0.7,1.0
2003,45.8865823633103,29477,5.6,5.2,9.8,3.1,0.8,5.0
1997,59.455067913752,40154,1.9,5.0,12.3,1.4,0.5,2.0
2020,70.1005660545676,78459,0.9,1.3,16.2,0.8,0.5,1.0
2015,82.7728604085609,83949,1.7,2.5,19.5,2.1,1.0,1.7
2011,100.123942596118,94847,2.5,2.9,20.3,1.2,0.2,2.4
2008,113.515640484862,98397,1.3,1.1,17.5,0.5,0.1,1.3
2003,146.793459887989,115781,1.9,1.9,23.4,0.6,0.2,2.1
2001,162.81384640821,123407,3.3,3.8,28.4,1.3,0.3,3.6
1997,202.411840150845,139525,4.0,2.2,21.7,1.6,0.3,3.4
2016,49.443396784299,46624,1.5,0.4,8.4,0.5,0.3,1.3
2003,81.8758001356505,86011,3.7,3.9,19.7,1.3,1.0,3.7
2000,89.0986430399571,92627,2.6,1.0,16.4,0.8,0.6,2.9
2013,48.0077781534767,3195,2.3,1.0,7.9,1.2,0.5,2.8
2007,61.04125641896,3502,1.9,1.6,10.1,0.9,0.5,2.0
2000,77.60431464507,4362,2.6,1.1,10.6,1.1,0.2,3.0
2019,31.2865650140945,18763,2.7,1.6,11.8,1.2,0.2,2.9
2014,39.905540437,24370,3.2,0.8,15.5,0.8,0.2,3.2
2011,45.9639624096802,28322,2.2,0.7,16.2,0.3,0.0,2.9
2006,57.4513954147245,39061,2.2,0.1,20.3,0.1,0.0,2.7
2001,74.4268768384279,55398,2.3,0.2,26.8,0.2,0.0,2.8
1998,88.7642024969042,68057,1.0,0.2,28.3,0.1,0.0,1.4
1996,99.6620199314655,77658,3.8,0.2,26.5,0.3,0.0,3.3
2009,4.56472529255121,840,0.1,0.6,0.3,0.7,0.5,0.1
1996,6.70299591831027,1282,0.2,0.5,0.2,0.7,0.5,0.2
2012,21.6847699893067,3077,0.8,2.6,4.8,0.4,1.4,0.7
2007,26.8524717171553,3709,0.3,1.7,7.2,0.2,0.4,0.5
2004,31.0137002337985,4293,0.0,1.8,5.2,0.7439428225173361,0.7099466929795071,0.0
2001,36.2497150876812,5123,0.6,2.6,8.9,0.8,1.0,0.9
1998,50.2193996123548,7343,1.4,2.2,12.2,1.0,0.8,1.5
2022,117.344367816142,130602,1.3,0.5,22.3,0.2,0.0,2.1
2021,119.295502382805,128649,2.1,0.2,19.8,0.3,0.1,2.3
2020,121.010273395236,126373,2.1,0.5,20.1,0.3,0.0,2.5
2019,122.202399232897,123457,1.9,0.3,20.6,0.3,0.1,2.4
2018,123.199136270068,120341,2.5,0.2,22.1,0.1,0.1,3.0
2016,125.465379614397,114405,2.0,0.2,17.3,0.6,0.0,2.1
2015,126.54839527328,111618,2.8,0.3,20.9,0.7,0.0,3.5
2014,127.773511034112,109289,2.2,0.2,18.0,0.3,0.0,2.7
2013,129.185994516124,107203,2.0,0.1,16.7,0.2,0.0,2.5
2011,133.403348785109,104527,1.7,0.0,20.2,0.0,0.0,2.2
2009,140.929174643292,104060,1.8,0.0,18.9,0.0,0.0,2.3
2008,146.660167758656,105131,2.3,0.0,17.5,0.1,0.0,3.1
2007,153.803235377498,107043,2.2,0.1,21.8,0.0,0.0,3.0
2000,228.351851985693,130488,5.2,0.7,29.2,0.4,0.1,6.1
1998,246.688344452756,132716,8.1,0.3,24.3,1.0,0.2,7.1
2020,113.941953724941,863722,1.3,0.5,12.0,0.9,0.3,1.4
2016,124.500719779952,893191,2.5,0.5,22.8,0.6,0.1,2.9
2015,126.206587768612,893205,1.7,0.4,12.6,0.4,0.1,1.8
2014,127.657990833509,891156,1.7,0.5,13.1,0.5,0.1,1.8
2011,132.905149373689,882709,2.9,1.1,19.3,1.6,0.5,3.1
2003,165.568083488807,908108,4.6,2.9,23.2,2.2,0.9,4.7
2019,7.00443746631496,149,0.5,3.9,0.9,1.9,2.2,0.5
2011,10.1308947027064,242,0.2,5.3,2.0,1.5,2.4,0.2
2005,13.6858714863991,324,1.3,5.4,4.1,2.9,1.3,1.3
1999,16.8953565121406,436,0.5,2.8,2.6,1.2368597285098684,0.9464342126407601,0.4
2009,11.8577691934297,681,0.8,0.4,1.8,0.6372508303035569,0.45369472223387497,0.8
1999,17.5902820497084,1055,1.2,0.4,3.2,0.3,0.2,1.3
2018,69.4369223655497,433717,2.6,1.0,17.4,0.8,0.4,2.4
2013,80.6399526608221,510135,3.7,2.9,24.4,1.1,0.6,3.3
2011,85.1492569236102,526499,5.6,3.6,21.8,1.5,0.3,5.8
2001,105.303664744859,574888,5.5,2.9,21.4,1.9,0.0,5.8
2019,15.8168106614778,1229,0.5,3.2,4.2,0.9,1.2,0.3
2008,19.5478902598735,1462,0.4,2.8,7.1,0.5,0.5,0.3
2003,23.1679594612379,1656,0.4,5.9,10.8,0.8,0.8,0.4
1997,27.2684500279619,1859,0.3,1.6,6.5,0.4,0.6,0.3
2010,58.4004417306868,13098,6.2,7.0,20.6,2.3,1.6,6.4
2005,65.3959223300936,13369,0.4,0.7,17.6,0.3981969971351631,0.3379902693226402,0.8
2016,21.4532219580593,2962,0.3,2.7,1.3,0.5,1.1,0.4
2012,24.3714711264418,3179,0.5,4.3,3.1,1.0,1.4,0.4
2005,29.8678142028295,3960,0.3,1.6,5.1,0.3,0.3,0.3
2021,15.427031807437,9102,0.1,2.5,1.5,0.1,1.2,0.1
2020,15.7478648248816,9262,0.1,2.8,1.4,0.1,1.1,0.1
2019,15.9857925259156,9315,0.1,1.5,1.8,0.0,0.6,0.1
2018,16.2242784355044,9371,0.1,1.9,1.8,0.0,0.8,0.1
2017,16.4553178962649,9495,0.1,1.6,2.0,0.0,0.7,0.1
2016,16.7129132948132,9679,0.1,1.7,2.0,0.0,0.8,0.1
2015,17.0267794865094,9955,0.1,1.8,2.5,0.0,0.7,0.1
2014,17.4183130905389,10317,0.1,1.9,2.7,0.0,0.7,0.1
2013,17.9094405329568,10759,0.2,1.5,3.8,0.0,0.6,0.2
2011,19.250327241957,11866,0.1,2.2,4.4,0.0,0.6,0.1
2009,21.0861467431738,13168,0.2,2.0,5.9,0.1,0.3,0.2
2007,23.4383072212744,14753,0.3,2.3,7.6,0.1,0.5,0.2
2005,26.3626923695946,16437,0.2,1.7,8.5,0.2,0.3,0.1
2000,37.8616817158996,23993,0.5,3.1,10.7,0.6,0.8,0.4
1996,53.3537530314064,34894,0.7,2.3,10.9,0.8,1.0,0.7
2015,27.898783716346,66877,1.4,1.4,10.3,0.8,0.7,1.6
2013,28.3266927601774,68043,2.3,1.8,9.3,0.7,0.8,2.4
2011,29.1335741422968,69357,1.9,1.5,10.0,0.5,0.7,2.0
2008,30.7710640583905,73171,1.5,1.1,9.9,0.5,0.5,1.7
2003,34.5003478305418,79224,1.6,1.4,10.5,1.048348297016768,0.5529158680044066,1.6
2011,5.66085887569769,2323,0.0,1.6,0.1,0.6,1.6,0.0
2016,3.62628016819411,312,0.1,1.2,0.1,0.2,0.6,0.1
2020,3.00765911231888,930,0.0,0.9,0.3,0.2,0.9,0.0
2017,3.32921898549997,1290,0.0,0.3,0.1,0.0,0.3,0.0
2014,3.61825333329072,1586,0.0,0.8,0.3,0.2,0.4,0.0
2011,3.97517328624913,1808,0.1,1.6,0.3,0.4,1.1,0.1
2003,6.38551523055689,3122,0.2,1.1,0.2,0.689902681109039,0.6170020294903917,0.2
2012,16.4771198801398,823,0.6,1.1,1.4,0.9,0.7,0.5
2005,20.0480593695748,1012,3.0,2.1,2.9,3.7,1.9,2.4
2002,20.177670565919,4392,0.8,2.4,4.2,0.9,0.3,0.7
2001,20.4853301755982,4550,1.0,2.6,5.2,1.0,0.2,1.0
2000,21.4780556633241,4867,1.3,2.7,5.0,1.4,0.3,1.1
1999,23.0450768170304,5296,0.9,3.0,5.8,1.1,0.2,0.8
2020,40.5451113245473,15887,0.2,0.9,9.2,0.1,0.1,0.2
2018,43.3926409693351,16554,0.3,0.2,10.3,0.0,0.0,0.4
2012,54.9473698609476,19491,0.6,2.1,15.7,0.7,0.3,0.6
2010,63.7703764884778,22779,0.9,1.7,17.2,0.4,0.2,0.9
2005,105.369227411344,36136,1.7,2.4,24.4,0.8,0.2,1.7
2000,185.002266153606,57255,3.8,2.6,23.2,1.8,0.5,3.8
2012,17.9163887010612,39,0.7,3.6,0.5,0.0,3.2,0.7
2019,20.2512301239382,121,1.3,2.8,3.5,2.5,2.4,1.2
2014,18.724070225543,113,1.2,1.2,1.8,4.0,2.2,1.3
2019,16.8707394365007,106,1.4,1.1,2.9,0.6,0.2,1.4
2014,25.2867894667747,171,0.6,0.6,4.5,0.5,0.1,0.8
2020,6.97744158043025,4599,2.7,3.6,3.5,2.5,0.5,1.3
2019,7.29481528391161,4764,2.5,3.4,5.1,1.7,0.6,1.0
2018,7.6578432346154,4951,2.7,3.1,4.6,4.0,0.5,1.1
2017,8.07979138937095,5158,3.4,3.5,6.0,0.6,0.2,1.8
2004,17.4774826309899,9956,3.3,1.4,2.6,1.6239010333667987,0.5708503920206258,4.5
2018,43.6960693991161,22623,1.1,0.3,4.7,0.5,0.1,1.2
2017,45.9113684033831,23414,1.4,0.2,4.3,0.6,0.1,1.5
2016,48.3165455544032,24365,1.3,0.2,4.5,0.5,0.0,1.2
2012,59.639353756645,28453,1.1,0.1,3.6,0.3,0.0,1.2
2011,62.8274679153828,29337,2.5,1.4,10.9,1.6,0.6,2.3
2005,91.5880661043414,36982,2.2,0.6,7.3,1.2,0.5,2.3
2000,129.551230385767,47229,2.7,1.0,9.6,1.2,0.4,2.9
2019,5.6913106839519,396,0.9,3.4,1.9,3.1,1.5,0.5
2014,6.55630944210348,466,1.6,4.3,2.3,5.9,1.9,1.1
2010,7.60403476880721,530,1.4,6.1,3.2,4.3,2.3,0.8
2005,8.93893233269686,642,2.1,7.0,3.7,5.2,3.6,1.8
2012,14.2843408415368,24,1.2,2.8,3.0,1.8,1.1,1.2
2021,104.40892929268,27084,2.2,0.8,8.1,1.2,0.2,2.4
2019,112.19855459045,28765,1.3,1.4,10.7,1.1,0.4,1.1
2014,139.606638602023,34882,0.9,0.5,8.8,0.7,0.1,1.0
2010,160.921115741418,39104,1.6,0.2,9.4,0.5,0.1,1.6
2005,195.950241867096,44390,3.9,2.4,24.9,2.0,0.7,4.2
2000,225.291974902848,45000,4.3,2.4,17.8,3.9,0.6,3.9
2000,3.84993781979456,191,0.4,0.4,0.5,0.2,0.2,0.5
2015,22.8383704077328,455,3.2,2.3,10.7,2.2,0.5,3.6
2009,161.056695570387,86942,4.3,1.0,9.9,0.9,0.2,4.3
2006,171.244380074854,85577,4.3,2.5,24.3,2.0,0.6,4.4
2017,36.5988471011055,42503,2.0,4.2,6.9,1.2,1.5,1.9
2016,37.1595273659293,43350,0.7,4.1,10.1,0.9,1.6,0.6
2015,37.8230673754545,44841,1.5,3.8,5.7,1.4,0.9,2.4
2008,67.9473709204028,76741,2.6,4.6,9.3,3.0,3.5,2.5
2010,109.202292873996,39487,10.4,2.9,17.2,4.5,1.0,9.9
2006,133.343531074192,43354,12.9,6.9,21.9,5.546918297129014,1.2145675056327558,12.9
2016,8.31464760026526,2816,3.1,0.8,4.2,0.5,0.2,3.1
2012,10.3721707299647,3787,2.6,0.1,2.1,0.3,0.0,3.0
2009,20.7590328382311,7735,1.8,0.2,4.6,0.8286232923637844,0.3508668949205749,1.9
2007,12.5747587300535,4766,2.9,0.7,4.2,0.9,0.2,3.1
2000,16.742311374546,5620,1.5,0.1,3.6,0.7,0.3,2.2
2020,15.3294373164563,2219,0.7,1.8,2.4,0.9,0.6,0.6
2014,21.331591423491,2986,0.3,1.5,1.8,1.2,0.6,0.3
2010,22.0534481298858,2904,1.0,1.6,3.4,1.7,0.7,1.0
2006,25.2769134805871,3148,0.8,3.6,4.8,1.1,1.0,0.7
2004,26.9122874838339,3304,1.4,2.9,3.9,2.7,1.1,1.4
2002,28.588160382196,3482,1.0,1.1,2.5,0.5,0.3,0.7
2000,30.3706363069137,3615,0.9,2.1,2.9,1.1,0.6,0.7
1996,34.9041077226274,3889,1.1,1.1,2.0,4.2,1.2,0.9
2014,66.5751599464931,86752,3.7,1.3,18.2,1.3,0.4,4.5
2010,74.4369119971941,90386,3.7,0.7,14.6,1.1,0.1,4.1
2006,84.1587645977009,89373,5.2,2.0,19.5,2.064915045011241,0.44817580825552383,5.7
2018,18.8087609402811,207,1.0,1.1,2.1,0.9,0.7,1.0
2010,23.1767056889275,258,1.1,1.3,2.2,1.2,0.5,0.8
2006,25.7457520048844,295,1.0,0.7,2.1,0.6,0.7,1.0
2000,31.0835315467714,359,2.0,0.9,4.0,0.8,0.3,2.0
2010,19.0259897733531,12184,6.0,7.9,15.6,4.7,1.0,5.5
2006,19.4451191403166,11024,5.3,9.4,15.7,3.5,1.0,4.8
2001,22.2110254017763,11213,5.7,9.7,17.8,3.6,1.0,5.3
2017,35.5866827662968,9240,1.8,1.0,4.5,1.4,0.2,1.8
2016,36.6035296196614,9611,1.5,0.9,5.6,1.2,0.1,1.2
2012,40.4380109768,9802,4.1,3.1,10.5,1.8,0.5,4.1
2009,44.4225456242065,9715,1.2,1.1,8.9,1.2,0.6,1.3
2007,48.9177022009894,9908,2.9,4.6,18.4,1.9,0.7,3.0
2005,55.7446880196343,10894,3.4,3.0,13.9,1.0,0.5,3.5
2019,9.01501976431089,6164,2.6,4.0,4.3,2.2,1.8,2.7
2016,9.98925822344752,7403,1.8,3.5,2.6,0.8,2.1,1.4
2012,11.5394873604843,9410,2.6,3.9,5.9,1.9,1.8,2.2
2006,15.3212262981403,12713,1.2,3.3,3.3,1.3,1.6,1.4
2020,52.1240166317684,1700,1.2,0.5,16.6,0.5,0.1,1.5
2013,65.2704055531787,2199,1.7,0.6,22.8,0.8,0.2,2.1
2009,73.9855879286783,2541,6.5,3.4,32.8,2.3,0.4,7.6
2007,80.146734758921,2785,4.4,1.0,23.6,0.7,0.1,4.5
2002,101.43693209099,3521,4.4,3.0,32.0,1.9,0.6,4.9
2017,71.0374445474386,18344,1.1,0.2,6.7,0.5,0.1,1.1
2014,78.2438025267119,19452,1.5,0.5,10.1,0.6,0.1,1.5
2012,83.4904579436139,20284,1.0,0.3,8.2,0.3,0.0,0.7
2009,91.6103468244991,21021,0.9,0.1,8.8,0.6,0.1,1.0
1998,126.845873055946,22191,4.2,0.8,11.1,1.1,0.3,3.4
2019,11.7892692265436,30,0.6,3.2,1.0,1.6,2.4,0.4
2011,21.6412129191808,453,2.2,5.8,4.9,3.2,2.8,2.1
2000,27.675848388534,560,0.7,1.6,2.4,3.2,2.0,0.9
2018,15.4215921238788,3314,1.0,6.4,3.9,3.0,2.4,0.9
2012,18.4491885899718,3848,2.1,3.9,3.7,2.4,1.7,1.7
2006,20.8291025228048,3649,1.2,2.2,2.3,1.247094951867239,0.813657720956952,1.2
2018,11.4976514626638,16056,0.7,1.7,1.5,0.7,0.9,0.6
2013,14.8523333298122,19805,0.5,3.1,3.6,1.2,1.1,0.5
2008,20.5926263744262,26805,0.2,2.3,3.7,1.2,1.3,0.3
2004,27.7610034466047,35637,0.4,1.7,4.8,1.0,0.8,0.4
1998,43.5256617470162,61993,0.9,0.5,7.4,0.8,0.4,0.8
2019,42.8270815358395,6138,1.3,0.8,2.4,2.7,0.1,1.1
2015,42.4917296090868,6316,1.2,1.7,2.7,1.8,0.4,1.1
2006,49.337839546495,5392,2.1,1.7,6.2,1.5,0.3,2.1
2000,69.2220089780219,7581,3.2,3.3,10.2,1.5,0.4,3.1
2020,6.25195813320268,3,0.1,7.0,0.6,2.8,2.4,0.1
2019,22.4971669705591,6,1.3,1.4,1.6,1.9,1.6,1.3
2020,43.5759340884001,69818,1.3,0.5,9.1,0.7,0.3,1.0
2018,47.6885690927366,72907,0.8,1.1,7.2,0.5,0.1,0.7
2016,52.597466210471,77193,1.2,1.0,9.3,1.1,0.3,1.3
2014,58.8545900465431,84300,0.9,1.0,12.1,1.1,0.3,0.9
2012,66.5804635454706,92969,0.3,2.3,13.0,0.2,0.5,0.3
2009,81.5376204882499,108236,1.6,0.7,15.5,1.2,0.4,1.4
2006,99.7002987946194,125937,2.6,1.5,15.3,1.0,0.3,2.2
2000,145.809328249156,162881,1.5,1.3,19.8,0.7,0.2,1.5
1995,164.900534345223,164495,2.4,1.7,19.3,1.0,0.3,2.0
2000,18.3754987556786,7230,4.4,13.2,12.7,6.3,3.4,3.8
2019,46.0464637986407,99407,0.9,0.7,12.5,0.1,0.1,0.9
2015,54.7142311716923,106836,1.1,1.0,11.7,0.6,0.1,1.2
2013,59.4096570068356,109050,1.1,1.9,14.1,1.3,0.3,1.5
2011,65.2505107591151,115698,1.7,1.3,12.0,1.4,0.3,1.7
2010,68.8907051409832,120494,1.5,1.7,16.7,0.6,0.2,1.3
2009,72.5328020757801,124867,0.8,1.4,17.5,0.8,0.3,0.8
2004,98.8023131105145,151548,0.9,1.3,17.7,0.4,0.1,1.0
1999,136.532940738447,184803,2.0,0.7,22.5,0.3,0.1,2.0
1996,152.887561969655,193228,2.6,1.3,23.3,0.6,0.2,2.9
2018,7.65613856886636,323,0.3,2.4,1.0,0.2,0.6,0.2
2016,8.47579530620653,403,0.2,3.2,3.2,0.5,1.4,0.2
2013,9.67730201332076,464,0.3,2.2,0.5,0.4,0.6,0.3
2011,10.3416730049962,495,0.4,1.4,3.0,0.6,0.5,0.0
2007,12.7042629236958,624,0.9,1.6,3.6,0.8,0.4,0.4
2004,15.1804767591275,764,0.8,2.0,4.7,1.0951321755444248,0.7858967570992181,0.7
2003,15.7796004005601,806,0.6,2.6,5.7,1.2,0.6,0.4
2002,16.1869484102936,834,0.6,2.0,4.8,1.0330011001162238,0.7772091759203263,0.5
1999,17.5941567636446,946,1.0,2.4,5.6,0.8,0.8,0.5
2021,13.993883023304,11345,1.0,1.1,1.6,1.0,0.6,1.1
2017,17.3426190741827,12539,0.5,1.0,2.1,0.5,0.4,0.3
2006,42.5081110551793,23590,1.7,4.4,7.5,4.6,3.1,1.6
2002,55.7950400621462,30622,3.7,4.3,10.8,3.6,0.5,3.9
1996,68.2758119198617,45258,7.7,10.1,20.8,5.0,2.2,6.7
2013,21.7682489365353,186,1.6,2.9,11.0,1.8,1.5,1.5
2008,25.3790443608997,187,2.2,2.2,7.9,1.8,0.5,1.9
2010,23.0539278856837,33805,1.2,1.5,6.0,0.6,0.7,1.2
2008,23.6372008220984,34347,2.5,1.2,10.6,1.6,0.7,2.4
2007,24.0287909191361,34551,2.5,0.9,10.5,1.0,0.2,2.4
2006,24.5157045165736,35299,2.4,1.0,10.8,1.0,0.2,2.4
2005,25.0699159674847,36493,2.8,0.8,12.3,1.1,0.2,2.8
2004,25.766526073765,37499,2.9,0.9,12.0,1.1,0.1,2.8
2003,26.5878793026671,38553,2.7,0.7,12.7,1.1,0.1,2.7
2002,27.551952876983,39708,2.2,0.9,13.8,1.0,0.2,2.4
1999,31.4145639167812,45321,2.6,0.5,17.4,0.9,0.2,2.8
2013,49.6729141377353,45508,4.9,1.2,23.0,0.9,0.2,5.4
2011,53.1277052016252,46831,3.0,0.5,21.8,1.125253219737049,0.2913273173323496,3.4
2005,70.8068674859719,55681,4.2,2.7,33.9,0.8,0.4,4.4
2003,79.3523192494718,60162,6.4,2.0,36.2,1.0,0.3,6.4
1997,105.542451267826,75892,6.5,1.9,31.2,1.4,0.3,6.8
2018,63.9533035321517,40102,1.3,1.7,11.8,0.9,0.2,1.5
2013,71.642146498383,42022,2.5,2.3,17.4,1.7,0.4,2.5
2007,93.2966031010608,47857,2.3,3.7,21.6,1.8,0.3,2.3
2002,137.112697167632,61663,2.0,2.2,27.6,1.1,0.2,2.3
1999,162.330196178823,69017,1.7,7.0,34.4,0.7,0.1,2.0
1996,172.679474117675,68890,1.7,1.8,23.0,0.7,0.2,1.7
2019,52.376550392487,25193,0.3,0.4,5.7,0.2,0.2,0.3
2015,60.1696568370359,29020,1.1,1.7,9.0,0.8,0.4,1.1
2014,62.2907295171937,30172,0.6,0.6,7.8,0.4,0.1,0.7
2010,85.3866849042012,39049,0.8,1.9,11.2,0.8,0.4,0.8
2009,90.2232329255034,40258,0.4,0.6,11.4,0.4,0.1,0.5
2005,91.3754462406871,39287,2.6,3.8,14.6,2.0,0.8,2.9
1999,96.8425068054634,37689,3.9,4.7,14.2,3.3,0.8,4.1
